ticket_id,created_at,customer_id,department,city_x,state_x,device_type,os,browser,network_type,historical_tickets,sla_hours,resolution_time_hours,title,description,image_path,image_width,image_height,priority,status,assigned_team,has_attachment,sentiment_score,num_words,num_images_x,latitude,longitude,company,segment,employees,city_y,state_y,contract_type,customer_since,vip,monthly_revenue,num_events,last_event_date,event_types,num_abertura,num_updates,num_encerramento,num_images_y,target_category
1296,2025-01-16T07:12:00,6263,TI,São Paulo,MG,Notebook,Windows,Chrome,Cabo,36,24,52,A conexão de rede está congela e cheiro de queimado.,A conexão de rede está congela e cheiro de queimado.,images/network.png,500,342,Alta,Fechado,Aplicações,0,-0.38,6,0,-29.530167,-52.969423,,,,,,,,,,0,,,0,0,0,,Rede
1297,2025-01-16T07:29:00,1973,TI,São Paulo,RS,Desktop,Android,Firefox,4G,10,48,40,O Word apresenta tela piscando e não exportar dados.,O Word apresenta tela piscando e não exportar dados.,images/office.png,500,333,Média,Em andamento,Infra,0,-0.125,5,3,-30.376398,-50.412448,,,,,,,,,,0,,,0,0,0,,Software
1298,2025-01-16T07:46:00,4189,Financeiro,São Paulo,RS,Mobile,iOS,Firefox,Cabo,21,8,58,Erro de memória no Sistema ERP durante a gerar relatório.,Erro de memória no Sistema ERP durante a gerar relatório.,images/sap_erp.png,612,344,Crítica,Aberto,N1,0,-0.745,5,0,-32.386932,-44.223268,,,,,,,,,,0,,,0,0,0,,Software
1299,2025-01-16T08:03:00,7262,RH,Curitiba,SP,Desktop,Android,Chrome,4G,33,48,6,Falha crítica no cooler: falha com tela azul.,Falha crítica no cooler: falha com tela azul.,images/cooler.png,500,750,Alta,Fechado,N2,0,-0.326,5,3,-29.412238,-52.669899,,,,,,,,,,0,,,0,0,0,,Hardware
1300,2025-01-16T08:20:00,3082,RH,Belo Horizonte,RS,Notebook,Android,Safari,WiFi,37,48,49,Erro de compilação no Email durante a executar consulta.,Erro de compilação no Email durante a executar consulta.,images/email.png,500,333,Média,Aberto,Infra,0,-0.053,6,2,-24.762507,-45.077896,,,,,,,,,,0,,,0,0,0,,Software
1301,2025-01-16T08:37:00,3544,TI,Campinas,RJ,Notebook,Linux,Edge,5G,12,4,32,Problema de conectividade: emite beep durante salvar arquivo...,Problema de conectividade: emite beep durante salvar arquivo.,images/default_network.png,500,333,Alta,Em andamento,N1,1,-0.266,5,1,-23.521061,-44.807778,,,,,,,,,,0,,,0,0,0,,Rede
1302,2025-01-16T08:54:00,3498,RH,Curitiba,BA,Mobile,Windows,Edge,WiFi,38,8,53,O módulo financeiro não liga ao executar consulta.,O módulo financeiro não liga ao executar consulta.,images/finance_report.png,738,414,Baixa,Aberto,N1,1,-0.092,6,0,-24.280403,-47.478177,,,,,,,,,,0,,,0,0,0,,Financeiro
1303,2025-01-16T09:11:00,6166,RH,Belo Horizonte,RJ,Notebook,iOS,Safari,Cabo,18,4,6,O HD apresenta congela e mensagem de erro.,O HD apresenta congela e mensagem de erro.,images/hard_drive.png,500,334,Média,Aberto,Infra,0,-0.604,6,0,-28.179211,-52.002443,,,,,,,,,,0,,,0,0,0,,Hardware
1304,2025-01-16T09:28:00,6600,TI,Campinas,RJ,Notebook,Windows,Safari,WiFi,19,12,58,Problema de conectividade: superaquece durante abrir documen...,Problema de conectividade: superaquece durante abrir documento.,images/default_network.png,500,333,Baixa,Em andamento,N1,1,0.585,6,3,-28.859735,-50.170469,,,,,,,,,,0,,,0,0,0,,Rede
1305,2025-01-16T09:45:00,2133,TI,Campinas,SP,Notebook,Android,Safari,4G,20,24,17,O Módulo de notas fiscais exibe tela piscando ao gerar relat...,O Módulo de notas fiscais exibe tela piscando ao gerar relatório.,images/finance_report.png,738,414,Média,Em andamento,Aplicações,1,0.581,4,3,-25.890481,-52.829518,,,,,,,,,,0,,,0,0,0,,Financeiro
1306,2025-01-16T10:02:00,5231,RH,São Paulo,RS,Desktop,Linux,Chrome,Cabo,25,48,37,O acesso ao portal do funcionário está bloqueado por fica le...,O acesso ao portal do funcionário está bloqueado por fica lento.,images/access_denied.png,612,408,Alta,Fechado,Aplicações,1,-0.858,3,3,-33.615557,-51.438486,,,,,,,,,,0,,,0,0,0,,Acesso
1307,2025-01-16T10:19:00,2070,TI,Santos,PR,Notebook,Linux,Chrome,WiFi,5,4,69,Problema de conectividade: desliga durante gerar relatório.,Problema de conectividade: desliga durante gerar relatório.,images/finance_report.png,738,414,Média,Em andamento,Aplicações,0,-0.669,4,1,-29.481804,-49.253876,,,,,,,,,,0,,,0,0,0,,Rede
1308,2025-01-16T10:36:00,5602,RH,Santos,RS,Notebook,iOS,Edge,5G,40,48,67,Problema de hardware: o HD reinicia sozinho inesperadamente.,Problema de hardware: o HD reinicia sozinho inesperadamente.,images/hard_drive.png,500,334,Baixa,Fechado,N1,1,-0.976,5,1,-29.382366,-52.045416,,,,,,,,,,0,,,0,0,0,,Hardware
1309,2025-01-16T10:53:00,1064,TI,Curitiba,PR,Desktop,iOS,Edge,4G,38,8,26,O usuário relata sem resposta ao tentar acessar sistema de R...,O usuário relata sem resposta ao tentar acessar sistema de RH.,images/default_access.png,191,165,Crítica,Fechado,N1,0,0.863,7,0,-28.978388,-47.420029,,,,,,,,,,0,,,0,0,0,,Acesso
1310,2025-01-16T11:10:00,5555,TI,Campinas,SP,Notebook,Android,Edge,WiFi,22,12,55,Problema de hardware: o mouse desliga inesperadamente.,Problema de hardware: o mouse desliga inesperadamente.,images/mouse.png,500,335,Baixa,Aberto,N2,0,0.331,5,2,-26.566848,-45.868929,,,,,,,,,,0,,,0,0,0,,Hardware
1311,2025-01-16T11:27:00,4748,TI,Curitiba,BA,Desktop,Linux,Firefox,4G,15,4,8,A conexão de rede está falha e mensagem de erro.,A conexão de rede está falha e mensagem de erro.,images/network.png,500,342,Média,Em andamento,Aplicações,1,-0.571,6,3,-25.9778,-43.623276,,,,,,,,,,0,,,0,0,0,,Rede
1312,2025-01-16T11:44:00,4856,TI,Curitiba,RJ,Mobile,Android,Safari,Cabo,17,48,64,Erro no sistema de RH: apresenta erro ao salvar arquivo.,Erro no sistema de RH: apresenta erro ao salvar arquivo.,images/default_hr.png,612,408,Crítica,Fechado,Infra,1,0.716,4,1,-24.69203,-51.581005,,,,,,,,,,0,,,0,0,0,,RH
1313,2025-01-16T12:01:00,8425,TI,Santos,BA,Desktop,Linux,Edge,Cabo,7,24,50,Falha no sistema de recrutamento ao tentar gerar relatório.,Falha no sistema de recrutamento ao tentar gerar relatório.,images/recruitment.png,500,333,Crítica,Em andamento,N1,1,-0.272,4,0,-28.593169,-50.832945,,,,,,,,,,0,,,0,0,0,,RH
1314,2025-01-16T12:18:00,2940,TI,Curitiba,RJ,Notebook,Windows,Safari,Cabo,23,12,51,Problema de login: desliga ao fazer login.,Problema de login: desliga ao fazer login.,images/login.png,500,333,Média,Aberto,Aplicações,0,-0.797,6,2,-26.577424,-46.878918,,,,,,,,,,0,,,0,0,0,,Acesso
1315,2025-01-16T12:35:00,1080,Operações,Belo Horizonte,BA,Desktop,Android,Firefox,5G,6,48,51,"Rede instável, reinicia sozinho ao acessar aplicação web.","Rede instável, reinicia sozinho ao acessar aplicação web.",images/network.png,500,342,Crítica,Em andamento,Infra,0,0.209,6,0,-30.210989,-46.950734,,,,,,,,,,0,,,0,0,0,,Rede
1316,2025-01-16T12:52:00,1116,TI,São Paulo,SP,Mobile,Windows,Chrome,4G,27,4,54,Falha de autenticação ao tentar exportar dados.,Falha de autenticação ao tentar exportar dados.,images/login.png,500,333,Baixa,Aberto,Infra,1,0.936,6,0,-32.281466,-52.231572,,,,,,,,,,0,,,0,0,0,,Acesso
1317,2025-01-16T13:09:00,9388,Operações,Campinas,RS,Notebook,iOS,Chrome,5G,30,8,26,O usuário relatou que o HD não funciona durante o inicializa...,O usuário relatou que o HD não funciona durante o inicialização.,images/hard_drive.png,500,334,Baixa,Aberto,Infra,1,0.058,3,3,-26.428668,-43.755038,,,,,,,,,,0,,,0,0,0,,Hardware
1318,2025-01-16T13:26:00,7761,Financeiro,Santos,BA,Notebook,Windows,Firefox,Cabo,4,48,71,Falha no sistema de folha ao tentar importar dados.,Falha no sistema de folha ao tentar importar dados.,images/payroll.png,612,408,Média,Aberto,Aplicações,0,0.501,4,3,-24.840773,-51.896514,,,,,,,,,,0,,,0,0,0,,RH
1319,2025-01-16T13:43:00,1476,Operações,Campinas,PR,Notebook,Windows,Safari,Cabo,27,48,25,Problema de hardware: o notebook emite beep inesperadamente.,Problema de hardware: o notebook emite beep inesperadamente.,images/default_hardware.png,612,407,Média,Em andamento,Aplicações,1,-0.452,5,1,-32.193973,-45.362632,,,,,,,,,,0,,,0,0,0,,Hardware
1320,2025-01-16T14:00:00,3943,Financeiro,Campinas,RS,Desktop,iOS,Safari,WiFi,11,24,31,Erro no sistema de RH: não funciona ao abrir documento.,Erro no sistema de RH: não funciona ao abrir documento.,images/default_hr.png,612,408,Média,Fechado,Infra,0,0.873,6,2,-31.783401,-47.012483,,,,,,,,,,0,,,0,0,0,,RH
1321,2025-01-16T14:17:00,9523,Financeiro,Campinas,BA,Mobile,iOS,Safari,WiFi,7,4,40,Problema de conectividade: falha durante salvar arquivo.,Problema de conectividade: falha durante salvar arquivo.,images/default_network.png,500,333,Alta,Aberto,Aplicações,1,-0.951,5,0,-30.306827,-48.153147,,,,,,,,,,0,,,0,0,0,,Rede
1322,2025-01-16T14:34:00,6697,TI,Curitiba,BA,Desktop,iOS,Safari,WiFi,10,12,13,A conexão de rede está não liga e tela preta.,A conexão de rede está não liga e tela preta.,images/network.png,500,342,Alta,Fechado,Infra,1,0.907,6,3,-31.965543,-49.016683,,,,,,,,,,0,,,0,0,0,,Rede
1323,2025-01-16T14:51:00,4544,Operações,Campinas,MG,Mobile,Android,Chrome,WiFi,11,48,41,O usuário relata sem resposta ao tentar acessar sistema de f...,O usuário relata sem resposta ao tentar acessar sistema de folha.,images/payroll.png,612,408,Baixa,Em andamento,N2,1,0.94,5,1,-27.242077,-49.54587,,,,,,,,,,0,,,0,0,0,,Acesso
1324,2025-01-16T15:08:00,6673,TI,Belo Horizonte,BA,Desktop,Android,Safari,4G,5,4,9,O módulo financeiro não funciona ao salvar arquivo.,O módulo financeiro não funciona ao salvar arquivo.,images/finance_report.png,738,414,Alta,Em andamento,Aplicações,0,-0.563,4,3,-32.182248,-49.584051,,,,,,,,,,0,,,0,0,0,,Financeiro
1325,2025-01-16T15:25:00,2694,Operações,Santos,RS,Notebook,Linux,Firefox,Cabo,1,4,70,Falha de autenticação ao tentar fazer login.,Falha de autenticação ao tentar fazer login.,images/login.png,500,333,Baixa,Em andamento,N2,0,0.486,4,1,-27.499402,-51.455329,,,,,,,,,,0,,,0,0,0,,Acesso
1326,2025-01-16T15:42:00,9376,RH,Campinas,RJ,Desktop,Windows,Safari,Cabo,5,8,57,O usuário não consegue imprimir devido a reinicia sozinho.,O usuário não consegue imprimir devido a reinicia sozinho.,images/default_hr.png,612,408,Média,Em andamento,Infra,1,-0.701,5,0,-28.655895,-53.034823,,,,,,,,,,0,,,0,0,0,,RH
1327,2025-01-16T15:59:00,3256,RH,Santos,BA,Desktop,iOS,Firefox,5G,39,24,27,Problema de hardware: o notebook emite beep inesperadamente.,Problema de hardware: o notebook emite beep inesperadamente.,images/default_hardware.png,612,407,Alta,Aberto,N2,1,-0.293,4,0,-26.3397,-52.907107,,,,,,,,,,0,,,0,0,0,,Hardware
1328,2025-01-16T16:16:00,9409,TI,Belo Horizonte,MG,Mobile,Android,Firefox,Cabo,27,8,27,O usuário relatou que o notebook apresenta erro durante o ex...,O usuário relatou que o notebook apresenta erro durante o execução de tarefa.,images/default_hardware.png,612,407,Baixa,Aberto,Aplicações,0,0.992,6,1,-32.393879,-49.909836,,,,,,,,,,0,,,0,0,0,,Hardware
1329,2025-01-16T16:33:00,1046,Operações,Santos,BA,Desktop,Android,Firefox,5G,21,8,15,O portal do funcionário apresenta cheiro de queimado durante...,O portal do funcionário apresenta cheiro de queimado durante enviar email.,images/email.png,500,333,Média,Fechado,N1,0,0.742,6,3,-31.389862,-48.921934,,,,,,,,,,0,,,0,0,0,,RH
1330,2025-01-16T16:50:00,8720,Financeiro,São Paulo,RJ,Desktop,Windows,Edge,4G,17,12,9,Relatório financeiro não congela corretamente.,Relatório financeiro não congela corretamente.,images/finance_report.png,738,414,Crítica,Aberto,Aplicações,1,-0.472,5,3,-33.753302,-46.310835,,,,,,,,,,0,,,0,0,0,,Financeiro
1331,2025-01-16T17:07:00,1450,TI,Santos,BA,Mobile,Windows,Safari,5G,19,8,53,"Rede instável, não funciona ao acessar internet.","Rede instável, não funciona ao acessar internet.",images/network.png,500,342,Alta,Fechado,N2,1,-0.808,5,2,-33.733824,-45.000648,,,,,,,,,,0,,,0,0,0,,Rede
1332,2025-01-16T17:24:00,2617,Operações,São Paulo,MG,Desktop,Android,Edge,Cabo,15,8,18,O módulo financeiro não liga ao importar dados.,O módulo financeiro não liga ao importar dados.,images/finance_report.png,738,414,Crítica,Fechado,N2,1,0.296,5,2,-31.238373,-43.979785,,,,,,,,,,0,,,0,0,0,,Financeiro
1333,2025-01-16T17:41:00,9141,RH,Campinas,MG,Mobile,Linux,Edge,WiFi,6,4,15,Falha no sistema de folha ao tentar abrir documento.,Falha no sistema de folha ao tentar abrir documento.,images/payroll.png,612,408,Alta,Em andamento,Infra,1,0.67,7,3,-28.945997,-47.721351,,,,,,,,,,0,,,0,0,0,,RH
1334,2025-01-16T17:58:00,4621,TI,Curitiba,MG,Mobile,Windows,Firefox,WiFi,16,12,69,O acesso ao sistema de folha está bloqueado por reinicia soz...,O acesso ao sistema de folha está bloqueado por reinicia sozinho.,images/access_denied.png,612,408,Baixa,Aberto,Aplicações,0,0.599,6,2,-24.787691,-51.800661,,,,,,,,,,0,,,0,0,0,,Acesso
1335,2025-01-16T18:15:00,5833,Financeiro,Belo Horizonte,RJ,Desktop,Android,Edge,5G,28,12,57,"Rede instável, superaquece ao acessar internet.","Rede instável, superaquece ao acessar internet.",images/network.png,500,342,Alta,Aberto,N2,1,0.979,3,1,-33.600296,-50.076043,,,,,,,,,,0,,,0,0,0,,Rede
1336,2025-01-16T18:32:00,3339,RH,Santos,MG,Mobile,Windows,Chrome,5G,0,48,46,O acesso ao sistema de RH está bloqueado por não funciona.,O acesso ao sistema de RH está bloqueado por não funciona.,images/access_denied.png,612,408,Crítica,Aberto,Infra,0,-0.637,6,1,-31.604549,-46.077733,,,,,,,,,,0,,,0,0,0,,Acesso
1337,2025-01-16T18:49:00,9421,Operações,Santos,PR,Notebook,Windows,Firefox,Cabo,0,24,36,O SSD não responde e exibe tela azul.,O SSD não responde e exibe tela azul.,images/hard_drive.png,500,334,Baixa,Fechado,N1,0,0.461,5,3,-27.507255,-44.58303,,,,,,,,,,0,,,0,0,0,,Hardware
1338,2025-01-16T19:06:00,6379,RH,São Paulo,RJ,Desktop,iOS,Edge,Cabo,32,12,72,O usuário relata tela azul ao tentar acessar portal do funci...,O usuário relata tela azul ao tentar acessar portal do funcionário.,images/hr_portal.png,323,619,Baixa,Fechado,Infra,0,0.938,6,3,-29.48441,-50.697144,,,,,,,,,,0,,,0,0,0,,Acesso
1339,2025-01-16T19:23:00,8704,Operações,Curitiba,RS,Notebook,Android,Edge,4G,29,12,40,O sistema de RH não está congela para enviar email.,O sistema de RH não está congela para enviar email.,images/email.png,500,333,Baixa,Aberto,Aplicações,1,0.163,7,1,-25.692391,-51.759167,,,,,,,,,,0,,,0,0,0,,RH
1340,2025-01-16T19:40:00,5877,RH,Santos,RS,Desktop,iOS,Chrome,4G,15,12,66,O acesso à banco de dados falha com apresenta erro.,O acesso à banco de dados falha com apresenta erro.,images/server.png,500,333,Média,Fechado,N1,1,0.625,6,3,-29.83377,-44.634787,,,,,,,,,,0,,,0,0,0,,Rede
1341,2025-01-16T19:57:00,9140,Financeiro,Curitiba,BA,Mobile,Windows,Safari,5G,33,12,28,Relatório financeiro não fica lento corretamente.,Relatório financeiro não fica lento corretamente.,images/finance_report.png,738,414,Média,Em andamento,N2,0,0.992,4,0,-25.010563,-44.782046,,,,,,,,,,0,,,0,0,0,,Financeiro
1342,2025-01-16T20:14:00,4167,Financeiro,São Paulo,BA,Mobile,Windows,Safari,Cabo,24,48,21,Problema de login: superaquece ao fazer login.,Problema de login: superaquece ao fazer login.,images/login.png,500,333,Baixa,Aberto,Infra,1,-0.973,4,1,-29.344078,-47.280101,,,,,,,,,,0,,,0,0,0,,Acesso
1343,2025-01-16T20:31:00,1708,Operações,Campinas,SP,Desktop,iOS,Edge,Cabo,10,24,31,O Sistema ERP apresenta ruído e não enviar email.,O Sistema ERP apresenta ruído e não enviar email.,images/sap_erp.png,612,344,Alta,Aberto,Infra,1,-0.688,6,0,-31.746717,-43.511069,,,,,,,,,,0,,,0,0,0,,Software
1344,2025-01-16T20:48:00,8983,TI,Santos,PR,Mobile,Android,Chrome,Cabo,22,12,48,"Rede instável, não funciona ao acessar banco de dados.","Rede instável, não funciona ao acessar banco de dados.",images/network.png,500,342,Crítica,Aberto,N2,0,-0.918,3,0,-28.674128,-52.370935,,,,,,,,,,0,,,0,0,0,,Rede
1345,2025-01-16T21:05:00,6905,Financeiro,Curitiba,PR,Desktop,Linux,Chrome,Cabo,38,4,19,Falha de rede: tela preta ao tentar executar consulta.,Falha de rede: tela preta ao tentar executar consulta.,images/network.png,500,342,Alta,Em andamento,Infra,0,-0.125,5,3,-32.673289,-51.577168,,,,,,,,,,0,,,0,0,0,,Rede
1346,2025-01-16T21:22:00,1432,Financeiro,Curitiba,MG,Notebook,iOS,Edge,Cabo,0,12,48,O Sistema de contabilidade exibe tela preta ao gerar relatór...,O Sistema de contabilidade exibe tela preta ao gerar relatório.,images/finance_report.png,738,414,Média,Em andamento,Infra,0,-0.748,6,3,-31.486519,-49.80498,,,,,,,,,,0,,,0,0,0,,Financeiro
1347,2025-01-16T21:39:00,8983,Financeiro,Campinas,RJ,Mobile,Linux,Safari,5G,12,48,8,O usuário não consegue importar dados devido a não liga.,O usuário não consegue importar dados devido a não liga.,images/default_access.png,191,165,Crítica,Aberto,N1,0,0.389,7,1,-29.436649,-49.367406,,,,,,,,,,0,,,0,0,0,,Acesso
1348,2025-01-16T21:56:00,4010,Operações,Campinas,SP,Mobile,iOS,Edge,4G,1,24,14,O usuário relata cheiro de queimado ao tentar acessar portal...,O usuário relata cheiro de queimado ao tentar acessar portal do funcionário.,images/hr_portal.png,323,619,Baixa,Em andamento,Aplicações,0,0.835,6,0,-23.377576,-46.385669,,,,,,,,,,0,,,0,0,0,,Acesso
1349,2025-01-16T22:13:00,4394,Operações,Santos,MG,Mobile,Windows,Safari,5G,38,24,21,O computador apresenta congela e tela piscando.,O computador apresenta congela e tela piscando.,images/default_hardware.png,612,407,Baixa,Aberto,N1,0,0.372,6,1,-27.388988,-46.811588,,,,,,,,,,0,,,0,0,0,,Hardware
1350,2025-01-16T22:30:00,7191,Operações,São Paulo,SP,Notebook,Linux,Chrome,5G,5,8,23,O usuário não consegue imprimir devido a congela.,O usuário não consegue imprimir devido a congela.,images/default_hr.png,612,408,Média,Aberto,N2,0,0.022,6,3,-28.955261,-50.33069,,,,,,,,,,0,,,0,0,0,,RH
1351,2025-01-16T22:47:00,5687,Financeiro,Curitiba,BA,Mobile,iOS,Firefox,Cabo,3,24,25,Falha crítica no fonte: superaquece com tela preta.,Falha crítica no fonte: superaquece com tela preta.,images/power_supply.png,500,375,Alta,Fechado,N1,0,0.962,4,1,-29.206866,-47.388477,,,,,,,,,,0,,,0,0,0,,Hardware
1352,2025-01-16T23:04:00,7815,RH,Santos,RS,Mobile,Android,Firefox,4G,31,24,2,O acesso à VPN falha com desliga.,O acesso à VPN falha com desliga.,images/vpn.png,500,333,Alta,Fechado,Aplicações,1,-0.12,7,2,-23.806707,-43.206694,,,,,,,,,,0,,,0,0,0,,Rede
1353,2025-01-16T23:21:00,4563,RH,Belo Horizonte,PR,Mobile,Android,Safari,5G,35,48,34,Falha de rede: ruído ao tentar executar consulta.,Falha de rede: ruído ao tentar executar consulta.,images/network.png,500,342,Crítica,Aberto,Infra,1,-0.364,6,3,-28.806185,-44.51148,,,,,,,,,,0,,,0,0,0,,Rede
1354,2025-01-16T23:38:00,9420,RH,Campinas,RS,Notebook,Linux,Safari,WiFi,38,8,66,Problema de hardware: o fonte apresenta erro inesperadamente...,Problema de hardware: o fonte apresenta erro inesperadamente.,images/power_supply.png,500,375,Média,Fechado,N1,1,-0.486,5,3,-33.507381,-49.718159,,,,,,,,,,0,,,0,0,0,,Hardware
1355,2025-01-16T23:55:00,1545,Financeiro,Curitiba,BA,Mobile,iOS,Chrome,Cabo,4,24,49,O usuário relatou que o computador fica lento durante o aber...,O usuário relatou que o computador fica lento durante o abertura de arquivo.,images/default_hardware.png,612,407,Crítica,Fechado,Infra,0,-0.711,4,1,-24.01652,-44.386839,,,,,,,,,,0,,,0,0,0,,Hardware
1356,2025-01-17T00:12:00,4903,Financeiro,Santos,SP,Notebook,Windows,Chrome,WiFi,39,48,34,O SAP apresenta tela piscando e não imprimir.,O SAP apresenta tela piscando e não imprimir.,images/sap_erp.png,612,344,Alta,Aberto,N1,1,-0.998,5,3,-28.503702,-44.20572,,,,,,,,,,0,,,0,0,0,,Software
1357,2025-01-17T00:29:00,8856,RH,São Paulo,BA,Desktop,iOS,Edge,WiFi,18,8,29,Falha no SAP: congela ao tentar importar dados.,Falha no SAP: congela ao tentar importar dados.,images/sap_erp.png,612,344,Baixa,Fechado,Aplicações,1,-0.094,6,1,-26.735528,-50.192659,,,,,,,,,,0,,,0,0,0,,Software
1358,2025-01-17T00:46:00,6366,TI,São Paulo,SP,Mobile,Windows,Chrome,5G,3,4,64,O sistema de recrutamento não está não funciona para importa...,O sistema de recrutamento não está não funciona para importar dados.,images/recruitment.png,500,333,Baixa,Fechado,N2,0,-0.256,6,1,-30.00663,-50.238307,,,,,,,,,,0,,,0,0,0,,RH
1359,2025-01-17T01:03:00,3877,TI,São Paulo,SP,Mobile,Linux,Safari,4G,39,48,61,Erro de conexão no Navegador durante a importar dados.,Erro de conexão no Navegador durante a importar dados.,images/browser.png,500,333,Média,Fechado,Infra,0,0.736,4,3,-30.297927,-44.516026,,,,,,,,,,0,,,0,0,0,,Software
1360,2025-01-17T01:20:00,5168,Operações,Santos,RJ,Notebook,Android,Firefox,WiFi,18,4,52,Falha no sistema de RH ao tentar fazer login.,Falha no sistema de RH ao tentar fazer login.,images/login.png,500,333,Alta,Em andamento,N2,1,-0.417,4,2,-32.787219,-44.209094,,,,,,,,,,0,,,0,0,0,,RH
1361,2025-01-17T01:37:00,4764,RH,Curitiba,PR,Mobile,iOS,Safari,WiFi,24,4,68,Erro de memória no SAP durante a enviar email.,Erro de memória no SAP durante a enviar email.,images/sap_erp.png,612,344,Crítica,Em andamento,N1,1,-0.398,3,0,-25.08067,-47.942447,,,,,,,,,,0,,,0,0,0,,Software
1362,2025-01-17T01:54:00,5506,Financeiro,Belo Horizonte,RS,Desktop,Windows,Firefox,4G,32,24,22,O módulo financeiro congela ao executar consulta.,O módulo financeiro congela ao executar consulta.,images/finance_report.png,738,414,Baixa,Fechado,Infra,1,-0.489,5,2,-33.50778,-46.989694,,,,,,,,,,0,,,0,0,0,,Financeiro
1363,2025-01-17T02:11:00,5234,Financeiro,Campinas,MG,Desktop,iOS,Chrome,WiFi,7,4,8,O sistema CRM exibe apresenta erro ao importar dados.,O sistema CRM exibe apresenta erro ao importar dados.,images/browser.png,500,333,Média,Fechado,Infra,1,0.355,5,2,-27.298648,-44.996786,,,,,,,,,,0,,,0,0,0,,Software
